ID;TERMS (PT-NPT);RELATIONS;PT;MT
1584;Laos;;;7231 geografie economică
6249;Laponia;;;7211 regiuni ale statelor membre ale Uniunii Europene
7862;Latgale;;;7211 regiuni ale statelor membre ale Uniunii Europene
1586;Lazio;;;7211 regiuni ale statelor membre ale Uniunii Europene
1610;Leinster;;;7211 regiuni ale statelor membre ale Uniunii Europene
3382;Leon;USE;Castilia - Leon;7211 regiuni ale statelor membre ale Uniunii Europene
1611;Lesotho;;;7221 Africa
1611;Lesotho;;;7231 geografie economică
5706;Letonia;;;7206 Europa
5706;Letonia;;;7231 geografie economică
5706;Letonia;;;7236 geografie politică
1613;Liban;;;7226 Asia şi Oceania
1613;Liban;;;7231 geografie economică
1613;Liban;;;7236 geografie politică
7843;Liberec;;;7211 regiuni ale statelor membre ale Uniunii Europene
1617;Liberia;;;7221 Africa
1617;Liberia;;;7231 geografie economică
1639;Libia;;;7221 Africa
1639;Libia;;;7231 geografie economică
1639;Libia;;;7236 geografie politică
1649;Liechtenstein;;;7206 Europa
1649;Liechtenstein;;;7231 geografie economică
1649;Liechtenstein;;;7236 geografie politică
1657;Liga Arabă;;;7616 organizaţii extraeuropene
6161;Liga Europeană pentru Cooperare Economică;;;7611 organizaţii europene
6161;Liga Europeană pentru Cooperare Economică;;;7626 organizaţii neguvernamentale
1659;Liguria;;;7211 regiuni ale statelor membre ale Uniunii Europene
1660;Limburg;;;7211 regiuni ale statelor membre ale Uniunii Europene
1666;Limousin;;;7211 regiuni ale statelor membre ale Uniunii Europene
3395;Lisabona și Vale Do Tejo;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_c5c9cfc7;Litoralul croat de Nord;;;7211 regiuni ale statelor membre ale Uniunii Europene
c_4b33c289;Litoralul croat de Sud;;;7211 regiuni ale statelor membre ale Uniunii Europene
5709;Lituania;;;7206 Europa
5709;Lituania;;;7231 geografie economică
5709;Lituania;;;7236 geografie politică
1701;Lombardia;;;7211 regiuni ale statelor membre ale Uniunii Europene
8498;Londra;;;7206 Europa
1702;Lorena;;;7211 regiuni ale statelor membre ale Uniunii Europene
2295;Lumea a Treia;USE;țări în curs de dezvoltare;1611 situație economică
5165;Luteranism;USE;protestantism;2831 cultură şi religie
1712;Luxemburg;;;7206 Europa
1712;Luxemburg;;;7231 geografie economică
1712;Luxemburg;;;7236 geografie politică
c_b499ede2;MAD;USE;abuz pe piață;1216 drept penal
2949;MBFR;USE;reducerea forțelor militare;0816 securitate internațională
c_6e703074;MENA;USE;lumea arabă;7236 geografie politică
c_062f6587;MES;USE;Mecanismul european de stabilitate;2406 relaţii monetare
4130;MFN;USE;națiunea cea mai favorizată;2021 comerţ internaţional
3426;MIRV;USE;rachetă teleghidată;0821 apărare
c_b499ede2;MPF;USE;abuz pe piață;1216 drept penal
c_c565cff5;MUR;USE;uniunea bancară UE;2411 economie monetară
c_c565cff5;MUS;USE;uniunea bancară UE;2411 economie monetară
1716;Macao;;;7226 Asia şi Oceania
1716;Macao (China);USE;Macao;7226 Asia şi Oceania
1717;Macedonia;;;7211 regiuni ale statelor membre ale Uniunii Europene
7891;Macedonia Centrală;;;7211 regiuni ale statelor membre ale Uniunii Europene
7893;Macedonia Occidentală;;;7211 regiuni ale statelor membre ale Uniunii Europene
7892;Macedonia Orientală și Tracia;;;7211 regiuni ale statelor membre ale Uniunii Europene
5713;Macedonia de Nord;;;7206 Europa
5713;Macedonia de Nord;;;7231 geografie economică
5713;Macedonia de Nord;;;7236 geografie politică
5713;Macedonia-Skopje;USE;Macedonia de Nord;7206 Europa
5713;Macedonia-Skopje;USE;Macedonia de Nord;7231 geografie economică
5713;Macedonia-Skopje;USE;Macedonia de Nord;7236 geografie politică
1729;Madagascar;;;7221 Africa
1729;Madagascar;;;7231 geografie economică
1730;Madera;;;7211 regiuni ale statelor membre ale Uniunii Europene
1734;Maghreb;;;7221 Africa
1767;Malaezia;;;7226 Asia şi Oceania
1767;Malaezia;;;7231 geografie economică
1767;Malaezia Insulară;USE;Malaezia;7226 Asia şi Oceania
1767;Malaezia Insulară;USE;Malaezia;7231 geografie economică
1766;Malawi;;;7221 Africa
1766;Malawi;;;7231 geografie economică
1768;Maldive;;;7226 Asia şi Oceania
1768;Maldive;;;7231 geografie economică
1769;Mali;;;7221 Africa
1769;Mali;;;7231 geografie economică
1774;Malta;;;7206 Europa
1774;Malta;;;7231 geografie economică
1774;Malta;;;7236 geografie politică
8514;Maramureș;;;7211 regiuni ale statelor membre ale Uniunii Europene
5221;Marea Adriatică;;;5211 mediul înconjurător natural
1871;Marea Baltică;;;5211 mediul înconjurător natural
c_1c2d26cf;Marea Barents;;;5211 mediul înconjurător natural
3774;Marea Britanie;;;7206 Europa
3774;Marea Britanie;;;7231 geografie economică
3774;Marea Britanie;;;7236 geografie politică
3774;Marea Britanie și Irlanda de Nord;USE;Marea Britanie;7206 Europa
3774;Marea Britanie și Irlanda de Nord;USE;Marea Britanie;7231 geografie economică
3774;Marea Britanie și Irlanda de Nord;USE;Marea Britanie;7236 geografie politică
5735;Marea Caspică;;;5211 mediul înconjurător natural
5223;Marea Egee;;;5211 mediul înconjurător natural
5224;Marea Ionică;;;5211 mediul înconjurător natural
1872;Marea Irlandei;;;5211 mediul înconjurător natural
1639;Marea Jamahirie Arabă Libiană Populară Socialistă;USE;Libia;7221 Africa
1639;Marea Jamahirie Arabă Libiană Populară Socialistă;USE;Libia;7231 geografie economică
1639;Marea Jamahirie Arabă Libiană Populară Socialistă;USE;Libia;7236 geografie politică
5222;Marea Ligurică;;;5211 mediul înconjurător natural
1879;Marea Mediterană;;;5211 mediul înconjurător natural
5736;Marea Neagră;;;5211 mediul înconjurător natural
1877;Marea Nordului;;;5211 mediul înconjurător natural
1875;Marea Norvegiei;;;5211 mediul înconjurător natural
5737;Marea Roșie;;;5211 mediul înconjurător natural
5220;Marea Tireniană;;;5211 mediul înconjurător natural
1712;Marele Ducat al Luxemburgului;USE;Luxemburg;7206 Europa
1712;Marele Ducat al Luxemburgului;USE;Luxemburg;7231 geografie economică
1712;Marele Ducat al Luxemburgului;USE;Luxemburg;7236 geografie politică
3407;Marele Maghreb;;;7221 Africa
451462;Marianele de Nord;;;7226 Asia şi Oceania
451462;Marianele de Nord;;;7231 geografie economică
7872;Marijampole;;;7211 regiuni ale statelor membre ale Uniunii Europene
3442;Marina Regală;USE;marină militară;0821 apărare
1819;Maroc;;;7221 Africa
1819;Maroc;;;7231 geografie economică
1819;Maroc;;;7236 geografie politică
1822;Martinica;;;7216 America
1822;Martinica;;;7241 ţări şi teritorii străine
1727;Mashreq;;;7226 Asia şi Oceania
1842;Mauritania;;;7221 Africa
1842;Mauritania;;;7231 geografie economică
1842;Mauritania;;;7236 geografie politică
1841;Mauritius;;;7221 Africa
1841;Mauritius;;;7231 geografie economică
1843;Mayotte;;;7221 Africa
1843;Mayotte;;;7241 ţări şi teritorii străine
c_062f6587;Mecanismul european de stabilitate;;;2406 relaţii monetare
c_c565cff5;Mecanismul unic de rezoluție;USE;uniunea bancară UE;2411 economie monetară
c_c565cff5;Mecanismul unic de supraveghere;USE;uniunea bancară UE;2411 economie monetară
5730;Mecklenburg-Pomerania Occidentală;;;7211 regiuni ale statelor membre ale Uniunii Europene
5730;Mecklenburg-Pomerania Occidentală (landul);USE;Mecklenburg-Pomerania Occidentală;7211 regiuni ale statelor membre ale Uniunii Europene
5730;Mecklenburg-Pomerania de Vest;USE;Mecklenburg-Pomerania Occidentală;7211 regiuni ale statelor membre ale Uniunii Europene
2140;Mediator Comunitar;USE;Ombudsmanul European;1006 Instituțiile Uniunii Europene și funcția publică europeană
2140;Mediator European;USE;Ombudsmanul European;1006 Instituțiile Uniunii Europene și funcția publică europeană
8536;Mehedinți;;;7211 regiuni ale statelor membre ale Uniunii Europene
1862;Melanezia;;;7226 Asia şi Oceania
6283;Melilla;;;7211 regiuni ale statelor membre ale Uniunii Europene
5738;Mercosul;USE;Mercosur;7616 organizaţii extraeuropene
5738;Mercosur;;;7616 organizaţii extraeuropene
5165;Metodism;USE;protestantism;2831 cultură şi religie
1899;Mexic;;;7216 America
1899;Mexic;;;7231 geografie economică
1899;Mexic;;;7236 geografie politică
1900;Mezzogiorno;;;1616 regiuni şi politică regională
1903;Micronezia;;;7226 Asia şi Oceania
1905;Midlands de Est;;;7206 Europa
8280;Midtjylland (regiune);;;7211 regiuni ale statelor membre ale Uniunii Europene
1938;Ministerul Public;;;1226 organizarea sistemului juridic
4699;Minitel;USE;videografie interactivă;3226 comunicaţii
8481;Misiunea de Poliție a UE;;;1016 construcţie europeană
8481;Misiunea de Poliție a Uniunii Europene;USE;Misiunea de Poliție a UE;1016 construcţie europeană
5858;Moldova;;;7206 Europa
5858;Moldova;;;7231 geografie economică
5858;Moldova;;;7236 geografie politică
1960;Molise;;;7211 regiuni ale statelor membre ale Uniunii Europene
1963;Moluccas;;;7226 Asia şi Oceania
1965;Monaco;;;7206 Europa
1965;Monaco;;;7236 geografie politică
1968;Mongolia;;;7226 Asia şi Oceania
1986;Montserrat;;;7216 America
1986;Montserrat;;;7231 geografie economică
1986;Montserrat;;;7241 ţări şi teritorii străine
7844;Moravia de Sud;;;7211 regiuni ale statelor membre ale Uniunii Europene
7845;Moravia-Silezia;;;7211 regiuni ale statelor membre ale Uniunii Europene
2018;Mozambic;;;7221 Africa
2018;Mozambic;;;7231 geografie economică
8490;Municipiul București;USE;București — Ilfov;7211 regiuni ale statelor membre ale Uniunii Europene
2021;Munster;;;7211 regiuni ale statelor membre ale Uniunii Europene
5746;Muntenegru;;;7206 Europa
5746;Muntenegru;;;7231 geografie economică
5746;Muntenegru;;;7236 geografie politică
8503;Mureș;;;7211 regiuni ale statelor membre ale Uniunii Europene
4966;Myanmar;USE;Birmania/Myanmar;7226 Asia şi Oceania
4966;Myanmar;USE;Birmania/Myanmar;7231 geografie economică
5478;NACC;USE;Consiliul Parteneriatului Euro-Atlantic;7621 organizaţii mondiale
2026;NAFO;USE;Oganizația de Pescuit Nord-Vest-Atlantică;7621 organizaţii mondiale
5430;NAFTA;;;7616 organizaţii extraeuropene
2199;NATO;;;7621 organizaţii mondiale
5751;NC;USE;Nomenclatura combinată;2011 politică tarifară
2054;NCI;USE;instrument comunitar nou;1021 finanțele Uniunii Europene
3454;NPT;USE;neproliferarea armelor nucleare;0816 securitate internațională
2027;Namibia;;;7221 Africa
2027;Namibia;;;7231 geografie economică
2037;Nauru;;;7226 Asia şi Oceania
2037;Nauru;;;7231 geografie economică
2038;Navarra;;;7211 regiuni ale statelor membre ale Uniunii Europene
8508;Neamț;;;7211 regiuni ale statelor membre ale Uniunii Europene
5049;Negara Brunei Darussalaam;USE;Brunei;7226 Asia şi Oceania
5049;Negara Brunei Darussalaam;USE;Brunei;7231 geografie economică
2052;Nepal;;;7226 Asia şi Oceania
2052;Nepal;;;7231 geografie economică
1106;Neufchâtel;USE;brânză slabă;6016 produse agricole procesate
6561;New Age;USE;religie nouă;2831 cultură şi religie
2055;Nicaragua;;;7216 America
2055;Nicaragua;;;7231 geografie economică
2055;Nicaragua;;;7236 geografie politică
2057;Niger;;;7221 Africa
2057;Niger;;;7231 geografie economică
2058;Nigeria;;;7221 Africa
2058;Nigeria;;;7231 geografie economică
6280;Niue;;;7226 Asia şi Oceania
6280;Niue;;;7231 geografie economică
5751;Nomenclatura combinată;;;2011 politică tarifară
5751;Nomenclatura tarifară și statistică combinată;USE;Nomenclatura combinată;2011 politică tarifară
3396;Nord estul Angliei;;;7206 Europa
8492;Nord-Est (România);;;7211 regiuni ale statelor membre ale Uniunii Europene
2075;Nord-Pas-de-Calais;;;7211 regiuni ale statelor membre ale Uniunii Europene
8493;Nord-Vest (România);;;7211 regiuni ale statelor membre ale Uniunii Europene
8281;Nordjylland (regiune);;;7211 regiuni ale statelor membre ale Uniunii Europene
c_8331ae25;Normandia;;;7211 regiuni ale statelor membre ale Uniunii Europene
4824;Normandia Inferioară;;;7211 regiuni ale statelor membre ale Uniunii Europene
1235;Normandia Superioară;;;7211 regiuni ale statelor membre ale Uniunii Europene
6240;Norra Mellansverige;USE;Suedia Centro-Septentrională;7211 regiuni ale statelor membre ale Uniunii Europene
8008;Norrbotten;;;7211 regiuni ale statelor membre ale Uniunii Europene
6241;Norrland-ul Central;;;7211 regiuni ale statelor membre ale Uniunii Europene
6242;Norrland-ul Superior;;;7211 regiuni ale statelor membre ale Uniunii Europene
6242;Norrland-ul de Nord;USE;Norrland-ul Superior;7211 regiuni ale statelor membre ale Uniunii Europene
2084;Norvegia;;;7206 Europa
2084;Norvegia;;;7231 geografie economică
2084;Norvegia;;;7236 geografie politică
7822;Notranjsko-kraška;;;7211 regiuni ale statelor membre ale Uniunii Europene
2088;Noua Caledonie;;;7226 Asia şi Oceania
2088;Noua Caledonie;;;7231 geografie economică
2088;Noua Caledonie;;;7241 ţări şi teritorii străine
2229;Noua Guinee;USE;Papua-Noua Guinee;7226 Asia şi Oceania
2229;Noua Guinee;USE;Papua-Noua Guinee;7231 geografie economică
6223;Noua Iugoslavie;USE;Serbia și Muntenegru;7206 Europa
2089;Noua Zeelandă;;;7226 Asia şi Oceania
2089;Noua Zeelandă;;;7231 geografie economică
2089;Noua Zeelandă;;;7236 geografie politică
c_be8fda35;Nouvelle-Aquitaine;;;7211 regiuni ale statelor membre ale Uniunii Europene
2093;OACI;USE;Organizația Aviației Civile Internaționale;7606 ONU
2094;OAP;USE;Organizația Asiatică pentru Productivitate;7616 organizaţii extraeuropene
6128;OAPI;USE;Oficiul Uniunii Europene pentru Proprietate Intelectuală;1006 Instituțiile Uniunii Europene și funcția publică europeană
c_4768a12e;OAREC;USE;Organismul Autorităţilor Europene de Reglementare în Domeniul Comunicaţiilor Electronice;1006 Instituțiile Uniunii Europene și funcția publică europeană
2118;OAS;USE;Organizația Statelor Americane;7616 organizaţii extraeuropene
7222;OAV;USE;Oficiul Veterinar și Alimentar;1006 Instituțiile Uniunii Europene și funcția publică europeană
2102;OCAM;USE;Organizația Comună Africană și Mauritiană;7616 organizaţii extraeuropene
3452;OCCAR;USE;politică europeană de armament;0821 apărare
2105;OCDE;;;7621 organizaţii mondiale
2173;OCP;USE;organizarea comună a pieței;5606 politică agricolă
2173;OCP unică;USE;organizarea comună a pieței;5606 politică agricolă
6076;OCSP;USE;Oficiul Comunitar pentru Soiuri de Plante;1006 Instituțiile Uniunii Europene și funcția publică europeană
2123;OEB;USE;Oficiul European de Brevete;7611 organizaţii europene
5757;OEDT;USE;Observatorul European pentru Droguri şi Toxicomanie;1006 Instituțiile Uniunii Europene și funcția publică europeană
2137;OEP;USE;Organizația pentru Eliberarea Palestinei;7616 organizaţii extraeuropene
6091;OES;USE;organism european de standardizare;7611 organizaţii europene
8385;OHCHR;USE;Înaltul Comisar al ONU pentru Drepturile Omului;7606 ONU
7202;OIAC;USE;Organizația pentru Interzicerea Armelor Chimice;7621 organizaţii mondiale
6163;OIE;USE;Organizația Mondială pentru Sănătatea Animalelor;7621 organizaţii mondiale
2130;OIM (Organizația Internațională a Muncii);USE;Organizația Internațională a Muncii;7606 ONU
5991;OIM (Organizația Internațională pentru Migrație);USE;Organizația Internațională pentru Migrație;7621 organizaţii mondiale
5688;OIPC;USE;Interpol;7621 organizaţii mondiale
6256;OLAF;USE;Oficiul European de Luptă Antifraudă;1006 Instituțiile Uniunii Europene și funcția publică europeană
5765;OMC;USE;Organizația Mondială a Comerțului;7621 organizaţii mondiale
2141;OMI;USE;Organizația Maritimă Internațională;7606 ONU
2142;OMM;USE;Organizația Meteorologică Mondială;7606 ONU
2143;OMPI;USE;Organizația Mondială a Proprietății Intelectuale;7606 ONU
2144;OMS;USE;Organizația Mondială a Sănătății;7606 ONU
7203;OMT;USE;Organizația Mondială a Turismului;7606 ONU
2191;ONG;USE;organizație neguvernamentală;7626 organizaţii neguvernamentale
2179;ONU;;;7606 ONU
2145;ONUDI;USE;Organizația Națiunilor Unite pentru Dezvoltare Industrială;7606 ONU
2153;OP;USE;Oficiul pentru Publicaţii al Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
c_7f2d2214;OPCVM;;;2416 instituţii financiare şi de credit
2147;OPEC;;;7621 organizaţii mondiale
2153;OPOCE;USE;Oficiul pentru Publicaţii al Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
2118;OSA;USE;Organizația Statelor Americane;7616 organizaţii extraeuropene
3514;OSCE;;;7621 organizaţii mondiale
6130;OSD;USE;Organul de Soluționare a Diferendelor;7621 organizaţii mondiale
5684;OSI;USE;interconexiunea sistemelor;3236 informatică şi procesarea datelor
2201;OTASE;;;7616 organizaţii extraeuropene
2201;OTASE;;;7621 organizaţii mondiale
2202;OUA;USE;Uniunea Africană;7616 organizaţii extraeuropene
7823;Obalno-kraška;;;7211 regiuni ale statelor membre ale Uniunii Europene
6219;Observatorul European al Fenomenelor Rasiste și Xenofobe;USE;Agenția pentru Drepturi Fundamentale a Uniunii Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
5757;Observatorul European pentru Droguri şi Toxicomanie;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
